"rp","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ntreatment","ncontrol","outcomes1_2","outcome_t1","outcome_c1","outcome_t2","outcome_c2","ml2_ncp_variance"
"ML2","Disgust & Homophobia","plu","USA",1,96,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.200247252726895,58,38,"t1 = sampling_var(q) _ NA",0.0467532467532468,NA,NA,NA,NA
"ML2","Disgust & Homophobia","poitiers","FRA",1,44,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.428091858122473,22,22,"t1 = sampling_var(q) _ NA",0.105263157894737,NA,NA,NA,NA
"ML2","Disgust & Homophobia","potsdam","DEU",0,91,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.161571592765753,43,48,"t1 = sampling_var(q) _ NA",0.0472222222222222,NA,NA,NA,NA
"ML2","Disgust & Homophobia","pscio","URY",1,87,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.0598118878685951,36,51,"t1 = sampling_var(q) _ NA",0.0511363636363636,NA,NA,NA,NA
"ML2","Disgust & Homophobia","psuabington","USA",1,91,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.262754382659843,44,47,"t1 = sampling_var(q) _ NA",0.0471175166297118,NA,NA,NA,NA
"ML2","Disgust & Homophobia","psumain","USA",1,80,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.029199468344283,33,47,"t1 = sampling_var(q) _ NA",0.0560606060606061,NA,NA,NA,NA
"ML2","Disgust & Homophobia","purkyne","CZE",1,139,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.0363259577711631,75,64,"t1 = sampling_var(q) _ NA",0.0302823315118397,NA,NA,NA,NA
"ML2","Disgust & Homophobia","sandiegosu","USA",1,172,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.164550213772162,95,77,"t1 = sampling_var(q) _ NA",0.0243830787309048,NA,NA,NA,NA
"ML2","Disgust & Homophobia","santiagoon","CHL",0,60,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.0823207508077224,19,41,"t1 = sampling_var(q) _ NA",0.0888157894736842,NA,NA,NA,NA
"ML2","Disgust & Homophobia","swps","POL",1,96,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.118984588462495,46,50,"t1 = sampling_var(q) _ NA",0.0445324096981692,NA,NA,NA,NA
"ML2","Disgust & Homophobia","tamu","USA",1,99,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.185758901527353,57,42,"t1 = sampling_var(q) _ NA",0.0441595441595442,NA,NA,NA,NA
"ML2","Disgust & Homophobia","tilburg","NLD",1,96,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.122548111981546,60,36,"t1 = sampling_var(q) _ NA",0.0478468899521531,NA,NA,NA,NA
"ML2","Disgust & Homophobia","tilburgcaf","NLD",NA,79,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.191133493256527,35,44,"t1 = sampling_var(q) _ NA",0.055640243902439,NA,NA,NA,NA
"ML2","Disgust & Homophobia","tilburgcomm","NLD",0,102,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.294183024547796,54,48,"t1 = sampling_var(q) _ NA",0.0418300653594771,NA,NA,NA,NA
"ML2","Disgust & Homophobia","toronto","CAN",1,351,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.072840585495428,173,178,"t1 = sampling_var(q) _ NA",0.0115966386554622,NA,NA,NA,NA
"ML2","Disgust & Homophobia","tufts","USA",1,87,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.164906269929141,42,45,"t1 = sampling_var(q) _ NA",0.0494505494505494,NA,NA,NA,NA
"ML2","Disgust & Homophobia","ubc","CAN",1,82,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.315859624698874,41,41,"t1 = sampling_var(q) _ NA",0.0526315789473684,NA,NA,NA,NA
"ML2","Disgust & Homophobia","ucron","CRI",0,101,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.116018586832423,57,44,"t1 = sampling_var(q) _ NA",0.0429087624209575,NA,NA,NA,NA
"ML2","Disgust & Homophobia","udd","CHL",1,95,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.238690833972763,40,55,"t1 = sampling_var(q) _ NA",0.0462577962577963,NA,NA,NA,NA
"ML2","Disgust & Homophobia","ufl","USA",1,113,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.406523364892498,60,53,"t1 = sampling_var(q) _ NA",0.0375438596491228,NA,NA,NA,NA
"ML2","Disgust & Homophobia","uiuc","USA",1,201,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.0599136909888381,117,84,"t1 = sampling_var(q) _ NA",0.0211176088369071,NA,NA,NA,NA
"ML2","Disgust & Homophobia","umich","USA",1,88,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.00970338487031005,41,47,"t1 = sampling_var(q) _ NA",0.0490430622009569,NA,NA,NA,NA
"ML2","Disgust & Homophobia","unam","MEX",0,144,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.0937786343529207,80,64,"t1 = sampling_var(q) _ NA",0.0293804556099638,NA,NA,NA,NA
"ML2","Disgust & Homophobia","unibelgrade","SRB",1,80,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.0499018678584329,36,44,"t1 = sampling_var(q) _ NA",0.0546932742054693,NA,NA,NA,NA
"ML2","Disgust & Homophobia","uniporto","PRT",0,35,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.0970029024013734,15,20,"t1 = sampling_var(q) _ NA",0.142156862745098,NA,NA,NA,NA
"ML2","Disgust & Homophobia","uva","USA",1,83,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.039031077448974,44,39,"t1 = sampling_var(q) _ NA",0.0521680216802168,NA,NA,NA,NA
"ML2","Disgust & Homophobia","vuamsterdam","NLD",1,94,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.0650726995428284,56,38,"t1 = sampling_var(q) _ NA",0.0474393530997305,NA,NA,NA,NA
"ML2","Disgust & Homophobia","vuw","NZL",0,101,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.173445584331709,57,44,"t1 = sampling_var(q) _ NA",0.0429087624209575,NA,NA,NA,NA
"ML2","Disgust & Homophobia","washlee","USA",1,96,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.456883579019673,46,50,"t1 = sampling_var(q) _ NA",0.0445324096981692,NA,NA,NA,NA
"ML2","Disgust & Homophobia","wilfredlaur","CAN",1,91,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.138253096258286,45,46,"t1 = sampling_var(q) _ NA",0.0470653377630122,NA,NA,NA,NA
"ML2","Disgust & Homophobia","williampat","USA",1,124,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.0901313529333745,61,63,"t1 = sampling_var(q) _ NA",0.0339080459770115,NA,NA,NA,NA
"ML2","Disgust & Homophobia","winchester","GBR",1,142,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.234224945416369,71,71,"t1 = sampling_var(q) _ NA",0.0294117647058824,NA,NA,NA,NA
"ML2","Disgust & Homophobia","wpi","USA",1,86,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.0926008273584646,33,53,"t1 = sampling_var(q) _ NA",0.0533333333333333,NA,NA,NA,NA
"ML2","Disgust & Homophobia","wroclaw","POL",1,97,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",-0.445266111852823,47,50,"t1 = sampling_var(q) _ NA",0.0440038684719536,NA,NA,NA,NA
"ML2","Disgust & Homophobia","zhejiang","CHN",NA,83,"Between","Disgust sensitivity with intentionality group1 vs. disgust sensitivity with intentionality group2","Cohen's q","q",0.265272153031519,37,46,"t1 = sampling_var(q) _ NA",0.0526675786593707,NA,NA,NA,NA
"ML2","Assimilation & Contrast","amity","IND",1,154,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.119457367729488,79,75,"t1 = sampling_var(q) _ NA",0.027046783625731,NA,NA,NA,NA
"ML2","Assimilation & Contrast","amityon","IND",0,46,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0629507819535425,26,20,"t1 = sampling_var(q) _ NA",0.10230179028133,NA,NA,NA,NA
"ML2","Assimilation & Contrast","armstrong","USA",1,77,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0135961829611472,38,39,"t1 = sampling_var(q) _ NA",0.0563492063492063,NA,NA,NA,NA
"ML2","Assimilation & Contrast","aus2","ARE",1,106,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.359021716128798,52,54,"t1 = sampling_var(q) _ NA",0.040016006402561,NA,NA,NA,NA
"ML2","Assimilation & Contrast","badaniaon","POL",0,41,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.222614561560279,16,25,"t1 = sampling_var(q) _ NA",0.122377622377622,NA,NA,NA,NA
"ML2","Assimilation & Contrast","bogota","COL",1,100,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.344254219319703,53,47,"t1 = sampling_var(q) _ NA",0.0427272727272727,NA,NA,NA,NA
"ML2","Assimilation & Contrast","brookcuny","USA",0,167,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0129209246173023,85,82,"t1 = sampling_var(q) _ NA",0.0248533497993208,NA,NA,NA,NA
"ML2","Assimilation & Contrast","carleton","CAN",0,112,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.20663803440534,62,50,"t1 = sampling_var(q) _ NA",0.0382257482870537,NA,NA,NA,NA
"ML2","Assimilation & Contrast","cas","CHN",1,46,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.509313581327596,26,20,"t1 = sampling_var(q) _ NA",0.10230179028133,NA,NA,NA,NA
"ML2","Assimilation & Contrast","csunorthonline","USA",0,87,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0468356150860599,37,50,"t1 = sampling_var(q) _ NA",0.0506883604505632,NA,NA,NA,NA
"ML2","Assimilation & Contrast","fmkbelgrade","SRB",1,95,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0562069413965301,47,48,"t1 = sampling_var(q) _ NA",0.0449494949494949,NA,NA,NA,NA
"ML2","Assimilation & Contrast","georgefox","USA",0,130,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0477274361454961,71,59,"t1 = sampling_var(q) _ NA",0.032563025210084,NA,NA,NA,NA
"ML2","Assimilation & Contrast","grazvienna","USA",0,89,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.250007504109307,46,43,"t1 = sampling_var(q) _ NA",0.0482558139534884,NA,NA,NA,NA
"ML2","Assimilation & Contrast","hawaiion","USA",0,117,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.189770995594546,71,46,"t1 = sampling_var(q) _ NA",0.0379616963064296,NA,NA,NA,NA
"ML2","Assimilation & Contrast","help","MYS",1,89,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.271075674159698,41,48,"t1 = sampling_var(q) _ NA",0.0485380116959064,NA,NA,NA,NA
"ML2","Assimilation & Contrast","isb","IND",1,131,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0834936210549692,59,72,"t1 = sampling_var(q) _ NA",0.0323498964803313,NA,NA,NA,NA
"ML2","Assimilation & Contrast","jmu","USA",0,86,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.1097273061556,48,38,"t1 = sampling_var(q) _ NA",0.0507936507936508,NA,NA,NA,NA
"ML2","Assimilation & Contrast","jos","NGA",1,86,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.190687475139453,45,41,"t1 = sampling_var(q) _ NA",0.050125313283208,NA,NA,NA,NA
"ML2","Assimilation & Contrast","kenyon","USA",1,98,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.24372211930156,49,49,"t1 = sampling_var(q) _ NA",0.0434782608695652,NA,NA,NA,NA
"ML2","Assimilation & Contrast","krakowon","POL",0,92,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0755874725663426,41,51,"t1 = sampling_var(q) _ NA",0.0471491228070175,NA,NA,NA,NA
"ML2","Assimilation & Contrast","kwazulu","ZAF",1,76,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.213764045793361,37,39,"t1 = sampling_var(q) _ NA",0.0571895424836601,NA,NA,NA,NA
"ML2","Assimilation & Contrast","louvain","BEL",1,93,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0330267602055797,44,49,"t1 = sampling_var(q) _ NA",0.0461293743372216,NA,NA,NA,NA
"ML2","Assimilation & Contrast","loyola","USA",1,286,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0109197587724071,144,142,"t1 = sampling_var(q) _ NA",0.0142864431858768,NA,NA,NA,NA
"ML2","Assimilation & Contrast","lse","GBR",1,106,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.205138618148425,53,53,"t1 = sampling_var(q) _ NA",0.04,NA,NA,NA,NA
"ML2","Assimilation & Contrast","mcdanielonline","USA",0,148,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0115222646181897,83,65,"t1 = sampling_var(q) _ NA",0.0286290322580645,NA,NA,NA,NA
"ML2","Assimilation & Contrast","metu","TUR",0,118,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.191925554031527,64,54,"t1 = sampling_var(q) _ NA",0.0360012857602057,NA,NA,NA,NA
"ML2","Assimilation & Contrast","moralsense","USA",0,808,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.126372303097254,430,378,"t1 = sampling_var(q) _ NA",0.00500858704137393,NA,NA,NA,NA
"ML2","Assimilation & Contrast","mturk","USA",0,339,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.226319965786662,172,167,"t1 = sampling_var(q) _ NA",0.0120147207389234,NA,NA,NA,NA
"ML2","Assimilation & Contrast","mturk_india","IND",0,361,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.253154921243996,176,185,"t1 = sampling_var(q) _ NA",0.0112748523153147,NA,NA,NA,NA
"ML2","Assimilation & Contrast","munich","DEU",1,75,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.115860720693147,29,46,"t1 = sampling_var(q) _ NA",0.0617173524150268,NA,NA,NA,NA
"ML2","Assimilation & Contrast","munichon","DEU",1,201,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0765073636115379,101,100,"t1 = sampling_var(q) _ NA",0.0205133599831685,NA,NA,NA,NA
"ML2","Assimilation & Contrast","northumbria","GBR",1,78,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.123309629167047,37,41,"t1 = sampling_var(q) _ NA",0.0557275541795666,NA,NA,NA,NA
"ML2","Assimilation & Contrast","osnabruck","DEU",1,55,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0283084889174442,33,22,"t1 = sampling_var(q) _ NA",0.0859649122807017,NA,NA,NA,NA
"ML2","Assimilation & Contrast","ouhk","HKG",1,65,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.112579451367671,36,29,"t1 = sampling_var(q) _ NA",0.0687645687645688,NA,NA,NA,NA
"ML2","Assimilation & Contrast","padua","ITA",1,61,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.222097719756378,29,32,"t1 = sampling_var(q) _ NA",0.0729442970822281,NA,NA,NA,NA
"ML2","Assimilation & Contrast","pascal","FRA",0,156,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.44017574615684,70,86,"t1 = sampling_var(q) _ NA",0.0269735659054127,NA,NA,NA,NA
"ML2","Assimilation & Contrast","psualtoona","USA",1,166,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0145861978903182,82,84,"t1 = sampling_var(q) _ NA",0.0250039068604469,NA,NA,NA,NA
"ML2","Assimilation & Contrast","puc","CHL",0,69,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.257969608697481,33,36,"t1 = sampling_var(q) _ NA",0.0636363636363636,NA,NA,NA,NA
"ML2","Assimilation & Contrast","queensland2","AUS",1,129,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.172786134516636,62,67,"t1 = sampling_var(q) _ NA",0.0325741525423729,NA,NA,NA,NA
"ML2","Assimilation & Contrast","ritonline","USA",0,86,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.00979132942332067,43,43,"t1 = sampling_var(q) _ NA",0.05,NA,NA,NA,NA
"ML2","Assimilation & Contrast","rotterdam","NLD",1,75,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0693322970510913,36,39,"t1 = sampling_var(q) _ NA",0.0580808080808081,NA,NA,NA,NA
"ML2","Assimilation & Contrast","salford","GBR",1,94,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.00426930675386411,47,47,"t1 = sampling_var(q) _ NA",0.0454545454545455,NA,NA,NA,NA
"ML2","Assimilation & Contrast","seznam","CZE",1,58,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0970117480034267,30,28,"t1 = sampling_var(q) _ NA",0.077037037037037,NA,NA,NA,NA
"ML2","Assimilation & Contrast","seznamon","CZE",0,105,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0238013942416195,54,51,"t1 = sampling_var(q) _ NA",0.0404411764705882,NA,NA,NA,NA
"ML2","Assimilation & Contrast","simmons","USA",1,87,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.233199014091072,41,46,"t1 = sampling_var(q) _ NA",0.0495716034271726,NA,NA,NA,NA
"ML2","Assimilation & Contrast","swps","POL",1,88,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0768383743921606,54,34,"t1 = sampling_var(q) _ NA",0.0518659076533839,NA,NA,NA,NA
"ML2","Assimilation & Contrast","tamu","USA",1,82,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.168930346225187,41,41,"t1 = sampling_var(q) _ NA",0.0526315789473684,NA,NA,NA,NA
"ML2","Assimilation & Contrast","tamucc","USA",1,88,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.216350895075866,35,53,"t1 = sampling_var(q) _ NA",0.05125,NA,NA,NA,NA
"ML2","Assimilation & Contrast","tanzania","TZA",1,60,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0926507179109565,30,30,"t1 = sampling_var(q) _ NA",0.0740740740740741,NA,NA,NA,NA
"ML2","Assimilation & Contrast","tilburg","NLD",1,94,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.681014212393375,37,57,"t1 = sampling_var(q) _ NA",0.0479302832244009,NA,NA,NA,NA
"ML2","Assimilation & Contrast","tilburgcaf","NLD",NA,81,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0814103304427175,41,40,"t1 = sampling_var(q) _ NA",0.0533428165007112,NA,NA,NA,NA
"ML2","Assimilation & Contrast","ulatina","CRI",1,199,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.0105867283022185,106,93,"t1 = sampling_var(q) _ NA",0.0208198489751888,NA,NA,NA,NA
"ML2","Assimilation & Contrast","umich","USA",1,84,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0907900656137375,46,38,"t1 = sampling_var(q) _ NA",0.0518272425249169,NA,NA,NA,NA
"ML2","Assimilation & Contrast","uned","ESP",0,81,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.0509440248858852,48,33,"t1 = sampling_var(q) _ NA",0.0555555555555556,NA,NA,NA,NA
"ML2","Assimilation & Contrast","unswonline","AUS",0,93,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.185429985906187,47,46,"t1 = sampling_var(q) _ NA",0.0459830866807611,NA,NA,NA,NA
"ML2","Assimilation & Contrast","vcu","USA",1,95,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.269218316368971,44,51,"t1 = sampling_var(q) _ NA",0.0452235772357724,NA,NA,NA,NA
"ML2","Assimilation & Contrast","vuw","NZL",0,97,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.491648898881882,45,52,"t1 = sampling_var(q) _ NA",0.0442176870748299,NA,NA,NA,NA
"ML2","Assimilation & Contrast","westernkentucky","USA",1,160,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",-0.274705229837274,71,89,"t1 = sampling_var(q) _ NA",0.0263337893296854,NA,NA,NA,NA
"ML2","Assimilation & Contrast","yale","USA",0,270,"Between","Question1 with question2 vs. question2 with question1","Cohen's q","q",0.048196516502886,140,130,"t1 = sampling_var(q) _ NA",0.0151732858210242,NA,NA,NA,NA
"ML2","Choosing or Rejecting","amity","IND",1,158,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.14916,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00598
"ML2","Choosing or Rejecting","aus2","ARE",1,178,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.02264,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00561
"ML2","Choosing or Rejecting","bogota","COL",1,102,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.09805,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00957
"ML2","Choosing or Rejecting","brookcuny","USA",0,182,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.11004,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00533
"ML2","Choosing or Rejecting","carleton","CAN",0,121,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.08905,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0081
"ML2","Choosing or Rejecting","csunorthonline","USA",0,88,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.13726,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01084
"ML2","Choosing or Rejecting","georgefox","USA",0,138,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.01389,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00724
"ML2","Choosing or Rejecting","grazvienna","USA",0,102,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0098
"ML2","Choosing or Rejecting","hawaiion","USA",0,123,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.00742,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00813
"ML2","Choosing or Rejecting","help","MYS",1,90,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.08897,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01089
"ML2","Choosing or Rejecting","isb","IND",1,186,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.01979,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00537
"ML2","Choosing or Rejecting","jmu","USA",0,86,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.07155,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01148
"ML2","Choosing or Rejecting","kenyon","USA",1,106,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.12906,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00905
"ML2","Choosing or Rejecting","krakowon","POL",0,99,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.04578,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01005
"ML2","Choosing or Rejecting","loyola","USA",1,293,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.08657,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00335
"ML2","Choosing or Rejecting","lse","GBR",1,112,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.01895,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00892
"ML2","Choosing or Rejecting","mcdanielonline","USA",0,159,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.13204,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00602
"ML2","Choosing or Rejecting","metu","TUR",0,126,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.0107,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00793
"ML2","Choosing or Rejecting","moralsense","USA",0,831,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.00868,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0012
"ML2","Choosing or Rejecting","mturk","USA",0,339,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.04245,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00294
"ML2","Choosing or Rejecting","mturk_india","IND",0,362,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.10504,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00269
"ML2","Choosing or Rejecting","munichon","IND",0,210,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.01968,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00476
"ML2","Choosing or Rejecting","northumbria","GBR",1,79,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.16376,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01183
"ML2","Choosing or Rejecting","ouhk","HKG",1,68,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.08387,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01445
"ML2","Choosing or Rejecting","pascal","FRA",0,172,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.28827,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00468
"ML2","Choosing or Rejecting","psualtoona","USA",1,177,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.19491,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00513
"ML2","Choosing or Rejecting","puc","CHL",0,81,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.05521,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01225
"ML2","Choosing or Rejecting","queensland2","AUS",1,139,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.17721,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00664
"ML2","Choosing or Rejecting","salford","GBR",1,101,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.07146,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00978
